""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	Parent	CBS1513	protein_ID	Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Protein names	Status	Organism	Length	EC number	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Function [CC]	Catalytic activity	Absorption	Cofactor	General annotation (ENZYME REGULATION)	Kinetics	Pathway	Redox potential	Temperature dependence	pH dependence	Subcellular location [CC]	Intramembrane	Transmembrane	Subunit structure [CC]	Interacts with	Tissue specificity
SPGP0DN02740	11241.7252659359	1.47803187523152	0.148162376484416	9.97575707343609	1.94611566973621e-23	8.643997099745e-22	S_eubayanus	SPGP0DN02740	XP_018223718.1	A0A0L8RPA6	A0A0L8RPA6_SACEU	DI49_0348				DI49_0348	SSY1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	851		amino acid transport [GO:0006865]; response to amino acid [GO:0043200]; transmembrane transport [GO:0055085]		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]													"TRANSMEM 287..309;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 315..335;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 356..377;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 397..415;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 422..444;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 499..520;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 541..561;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 629..654;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 674..693;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 713..730;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 750..771;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 783..801;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0DN02930	146.937509079714	-1.11839561924108	0.190284698514327	-5.87748583030114	4.1654435816468e-09	3.88703236800223e-08	S_eubayanus	SPGP0DN02930	XP_018223738.1	A0A0L8RPC3	A0A0L8RPC3_SACEU	DI49_0369				DI49_0369	CSN9-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	247				integral component of membrane [GO:0016021]													"TRANSMEM 20..40;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0DN03100	107.948031623245	-1.26164615292518	0.21715874350879	-5.80978749710862	6.25521892112713e-09	5.6906163297523e-08	S_eubayanus	SPGP0DN03100	XP_018223754.1	A0A0L8RNY7	A0A0L8RNY7_SACEU	DI49_0385				DI49_0385	CBS2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	388		positive regulation of mitochondrial translation [GO:0070131]	oxidoreductase activity [GO:0016491]; translation regulator activity [GO:0045182]	extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial ribosome [GO:0005761]																
SPGP0DN03220	5189.2624058004	1.02634299152856	0.170285265891678	6.02719786796726	1.66826715775127e-09	1.6629448532876e-08	S_eubayanus	SPGP0DN03220	XP_018223766.1	A0A0L8RNK6	A0A0L8RNK6_SACEU	DI49_0398				DI49_0398	UPC2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	928		cellular response to hypoxia [GO:0071456]; positive regulation of ergosterol biosynthetic process by positive regulation of transcription from RNA polymerase II promoter [GO:0035961]; positive regulation of sterol import by positive regulation of transcription from RNA polymerase II promoter [GO:0035969]	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]	membrane [GO:0016020]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]																
SPGP0DN03270	60.4013903481572	-1.09267676788538	0.350720682504338	-3.11551848064126	0.00183621842277837	0.0058399351101421	S_eubayanus	SPGP0DN03270	XP_018223770.1	A0A0L8RNB8	A0A0L8RNB8_SACEU	DI49_0402				DI49_0402	MFB1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	462		mitochondrion organization [GO:0007005]		extrinsic component of mitochondrial outer membrane [GO:0031315]																
SPGP0DN03310	312.919164902139	1.37426562987965	0.144166327792313	9.53250076439084	1.53539196425938e-21	5.67844350536907e-20	S_eubayanus	SPGP0DN03310	XP_018223774.1	A0A0L8RP10	A0A0L8RP10_SACEU	DI49_0406				DI49_0406	Histone H2B	unreviewed	Saccharomyces eubayanus (Yeast)	131		chromatin assembly or disassembly [GO:0006333]; negative regulation of transcription by RNA polymerase II [GO:0000122]; postreplication repair [GO:0006301]	DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]	nuclear nucleosome [GO:0000788]; replication fork protection complex [GO:0031298]											SUBCELLULAR LOCATION: Chromosome {ECO:0000256|SAAS:SAAS01176634}. Nucleus {ECO:0000256|RuleBase:RU000451, ECO:0000256|SAAS:SAAS01185060}.			SUBUNIT: The nucleosome is a histone octamer containing two molecules each of H2A, H2B, H3 and H4 assembled in one H3-H4 heterotetramer and two H2A-H2B heterodimers. The octamer wraps approximately 147 bp of DNA. {ECO:0000256|RuleBase:RU000451}.		
SPGP0DN03590	784.109007668017	-1.36032009331994	0.196514193655359	-6.92224855628306	4.44530373925838e-12	6.34313341439688e-11	S_eubayanus	SPGP0DN03590	XP_018223801.1	A0A0L8RNN7	A0A0L8RNN7_SACEU	DI49_0434				DI49_0434	CHL4-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	458		establishment of meiotic sister chromatid cohesion [GO:0034089]; establishment of mitotic sister chromatid cohesion [GO:0034087]; kinetochore assembly [GO:0051382]; maintenance of meiotic sister chromatid cohesion [GO:0034090]; mitotic spindle assembly checkpoint [GO:0007094]; protein localization to chromosome, centromeric region [GO:0071459]	structural molecule activity [GO:0005198]	condensed nuclear chromosome outer kinetochore [GO:0000942]																
SPGP0DN03640	41.5045203961337	1.11995198681204	0.275339752311894	4.0675273999063	4.75146230955122e-05	0.000216673376883964	S_eubayanus	SPGP0DN03640	XP_018223806.1	A0A0L8RNP1	A0A0L8RNP1_SACEU	DI49_0439				DI49_0439	YAP6-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	386		negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity [GO:0001010]	nucleus [GO:0005634]																
SPGP0DN03650	373.629941156483	1.27273259498183	0.198620809206966	6.40785122195136	1.47584817261153e-10	1.75264224010918e-09	S_eubayanus	SPGP0DN03650	XP_018223807.1	A0A0L8RNS8	A0A0L8RNS8_SACEU	DI49_0440				DI49_0440	SWM1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	170		anaphase-promoting complex assembly [GO:1904824]; ascospore wall assembly [GO:0030476]; regulation of mitotic metaphase/anaphase transition [GO:0030071]	ubiquitin protein ligase activity [GO:0061630]	anaphase-promoting complex [GO:0005680]																
SPGP0DN03660	1219.24131235394	-2.2503116498124	0.173525574526952	-12.9681844070937	1.85369222043303e-38	2.12611458346123e-36	S_eubayanus	SPGP0DN03660	XP_018223808.1	A0A0L8RPJ7	A0A0L8RPJ7_SACEU	DI49_0441				DI49_0441	EXG2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	563		carbohydrate metabolic process [GO:0005975]	glucan exo-1,3-beta-glucosidase activity [GO:0004338]	fungal-type cell wall [GO:0009277]																
SPGP0DN03710	1297.73435905268	1.19183810289798	0.152850889244303	7.79739070404132	6.32003339277894e-15	1.26136173066013e-13	S_eubayanus	SPGP0DN03710	XP_018223813.1	A0A0L8RPK2	A0A0L8RPK2_SACEU	DI49_0447				DI49_0447	HEL2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	643		histone catabolic process [GO:0036205]; histone ubiquitination [GO:0016574]; mRNA destabilization [GO:0061157]	nucleic acid binding [GO:0003676]; ubiquitin-protein transferase activity [GO:0004842]																	
SPGP0DN03790	27.9672971242988	1.02963877916712	0.363673870287032	2.83121462192067	0.00463715936765625	0.0133770458549294	S_eubayanus	SPGP0DN03790	XP_018223821.1	A0A0L8RNQ7	A0A0L8RNQ7_SACEU	DI49_0455				DI49_0455	MTH1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	433		glucose transmembrane transport [GO:1904659]; signal transduction [GO:0007165]																		
SPGP0DN03820	5.76781508638131	2.28161636323454	0.766439284601294	2.9769042493972	0.0029117493226773	0.00878859447460992	S_eubayanus	SPGP0DN03820	XP_018223824.1	A0A0L8RP71	A0A0L8RP71_SACEU	DI49_0459				DI49_0459	PHM6-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	102				integral component of membrane [GO:0016021]													"TRANSMEM 73..96;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius"""			
SPGP0DN03940	12.0270593362377	-1.15367695155087	0.489418221067966	-2.3572415204187	0.0184112678780553	0.0443564206974366	S_eubayanus	SPGP0DN03940	XP_018223836.1	A0A0L8RNS0	A0A0L8RNS0_SACEU	DI49_0471				DI49_0471	DPL1-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	585		calcium-mediated signaling [GO:0019722]; carboxylic acid metabolic process [GO:0019752]; cellular response to starvation [GO:0009267]; sphingolipid metabolic process [GO:0006665]	carboxy-lyase activity [GO:0016831]; identical protein binding [GO:0042802]; pyridoxal phosphate binding [GO:0030170]; sphinganine-1-phosphate aldolase activity [GO:0008117]	cortical endoplasmic reticulum [GO:0032541]; perinuclear endoplasmic reticulum [GO:0097038]				COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000256|PIRSR:PIRSR602129-50, ECO:0000256|RuleBase:RU000382}; 												
SPGP0DN03980	939.529360131786	1.08394221541078	0.119831583985226	9.04554691978712	1.48917802735551e-19	4.62104181707818e-18	S_eubayanus	SPGP0DN03980	XP_018223840.1	A0A0L8RNJ0	A0A0L8RNJ0_SACEU	DI49_0475				DI49_0475	ATP5-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	212		ATP synthesis coupled proton transport [GO:0015986]	proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	mitochondrial proton-transporting ATP synthase, stator stalk [GO:0000274]																
SPGP0DN03990	112.114468166184	1.0867102288661	0.198109149831493	5.48541160158643	4.12507797932536e-08	3.2931569665786e-07	S_eubayanus	SPGP0DN03990	XP_018223841.1	A0A0L8RNS5	A0A0L8RNS5_SACEU	DI49_0476				DI49_0476	BFR2-like protein	unreviewed	Saccharomyces eubayanus (Yeast)	539		maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]		nucleolus [GO:0005730]; small-subunit processome [GO:0032040]																
SPGP0K00140	807.183200318283	-2.6954057458828	0.158283063772971	-17.0290218146704	5.00335890320394e-65	2.26677175109654e-62	S_cerevisiae	SPGP0K00140	P0CW41	P0CW41	MALX4_YEAST	IMA4 FSP2 YJL221C HRE589 J0218	IMA4	FSP2	YJL221C	HRE589 J0218	Oligo-1,6-glucosidase IMA4 (EC 3.2.1.10) (Alpha-glucosidase) (Flocculent-specific protein 2) (Isomaltase 4)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	589	3.2.1.10	disaccharide catabolic process [GO:0046352]; maltose catabolic process [GO:0000025]; oligosaccharide catabolic process [GO:0009313]; sucrose catabolic process [GO:0005987]	alpha-amylase activity [GO:0004556]; glucan 1,4-alpha-maltotriohydrolase activity [GO:0033934]; maltose alpha-glucosidase activity [GO:0032450]; oligo-1,6-glucosidase activity [GO:0004574]; sucrose alpha-glucosidase activity [GO:0004575]		FUNCTION: Alpha-glucosidase with broad substrate specificity for alpha-1,4- and alpha-1,6-glucosides. Not required for isomaltose utilization, but overexpression allows the IMA1 null mutant to grow on isomaltose. {ECO:0000269|PubMed:20562106}.	CATALYTIC ACTIVITY: Reaction=Hydrolysis of (1->6)-alpha-D-glucosidic linkages in some oligosaccharides produced from starch and glycogen by alpha-amylase, and in isomaltose.; EC=3.2.1.10;														
SPGP0K00180	35909.3500093256	1.6631674134389	0.164204418707723	10.1286398169301	4.12345258926484e-24	1.92590741810973e-22	S_cerevisiae	SPGP0K00180	Q12512	Q12512	ZPS1_YEAST	ZPS1 YOL154W AOB249	ZPS1		YOL154W	AOB249	Protein ZPS1	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	249			integrin binding [GO:0005178]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]	cell periphery [GO:0071944]; cell surface [GO:0009986]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; fungal-type vacuole [GO:0000324]																
SPGP0K00190	320.670385089678	1.66700717730598	0.34537407005976	4.82667148989366	1.38833848854113e-06	8.60446993479561e-06	S_cerevisiae	SPGP0K00190	P0C155	P0C155	CBPS2_YEAST	YOL153C O0435/O0437/O0440			YOL153C	O0435/O0437/O0440	Putative carboxypeptidase YOL153C (EC 3.4.17.-)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	581	3.4.17.-		metal ion binding [GO:0046872]; metallocarboxypeptidase activity [GO:0004181]	integral component of membrane [GO:0016021]				COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250};  Note=Binds 2 Zn(2+) ions per subunit. {ECO:0000250};							SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.		"TRANSMEM 30..46;  /note=""Helical; Signal-anchor for type II membrane protein"";  /evidence=""ECO:0000255"""			
SPGP0K00200	580.352605225467	1.67348619867075	0.263249463109925	6.35703556201348	2.05684389089532e-10	2.39243420993613e-09	S_cerevisiae	SPGP0K00200	Q12333	Q12333	FRE7_YEAST	FRE7 YOL152W AOB629	FRE7		YOL152W	AOB629	Ferric/cupric reductase transmembrane component 7 (EC 1.16.1.9) (Ferric-chelate reductase 7)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	620	1.16.1.9	copper ion import [GO:0015677]; iron ion transport [GO:0006826]; oxidation-reduction process [GO:0055114]; reductive iron assimilation [GO:0033215]	ferric-chelate reductase (NADPH) activity [GO:0052851]; ferric-chelate reductase activity [GO:0000293]; metal ion binding [GO:0046872]	cell [GO:0005623]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	FUNCTION: Cell surface metalloreductase. May be involved in copper homeostasis. {ECO:0000269|PubMed:17553781, ECO:0000269|PubMed:17681937}.	CATALYTIC ACTIVITY: Reaction=2 a Fe(II)-siderophore + H(+) + NADP(+) = 2 a Fe(III)-siderophore + NADPH; Xref=Rhea:RHEA:28795, Rhea:RHEA-COMP:11342, Rhea:RHEA-COMP:11344, ChEBI:CHEBI:15378, ChEBI:CHEBI:29033, ChEBI:CHEBI:29034, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.16.1.9;		COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000305}; 							SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17553781}; Multi-pass membrane protein {ECO:0000269|PubMed:17553781}.		"TRANSMEM 46..66;  /note=""Helical; Name=1"";  /evidence=""ECO:0000255""; TRANSMEM 108..128;  /note=""Helical; Name=2"";  /evidence=""ECO:0000255""; TRANSMEM 168..188;  /note=""Helical; Name=3"";  /evidence=""ECO:0000255""; TRANSMEM 195..215;  /note=""Helical; Name=4"";  /evidence=""ECO:0000255""; TRANSMEM 238..258;  /note=""Helical; Name=5"";  /evidence=""ECO:0000255""; TRANSMEM 266..286;  /note=""Helical; Name=6"";  /evidence=""ECO:0000255""; TRANSMEM 293..313;  /note=""Helical; Name=7"";  /evidence=""ECO:0000255"""			
SPGP0K00210	458.401738076432	-2.3207836234872	0.198894407047599	-11.6684207360934	1.84822305972706e-31	1.49783668120623e-29	S_cerevisiae	SPGP0K00210	Q12068	Q12068	GRE2_YEAST	GRE2 YOL151W	GRE2		YOL151W		NADPH-dependent methylglyoxal reductase GRE2 (EC 1.1.1.283) (3-methylbutanal reductase) (EC 1.1.1.265) (Genes de respuesta a estres protein 2) (Isovaleraldehyde reductase)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	342	1.1.1.283; 1.1.1.265	ergosterol metabolic process [GO:0008204]; filamentous growth [GO:0030447]; steroid biosynthetic process [GO:0006694]	3-beta-hydroxy-delta5-steroid dehydrogenase activity [GO:0003854]; 3-methylbutanol:NAD(P) oxidoreductase activity [GO:0046568]; methylglyoxal reductase (NADPH-dependent) activity [GO:0043892]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	FUNCTION: Catalyzes the irreversible reduction of the cytotoxic compound methylglyoxal (MG, 2-oxopropanal) to (S)-lactaldehyde as an alternative to detoxification of MG by glyoxalase I GLO1. MG is synthesized via a bypath of glycolysis from dihydroxyacetone phosphate and is believed to play a role in cell cycle regulation and stress adaptation. Also catalyzes the reduction of 3-methylbutanal to 3-methylbutanol. Acts as a suppressor of 3-methylbutanol-induced filamentation by modulating the levels of 3-methylbutanal, the signal to which cells respond by filamentation. Also involved in ergosterol metabolism. {ECO:0000269|PubMed:12722185, ECO:0000269|PubMed:16598690, ECO:0000269|PubMed:16999827, ECO:0000269|PubMed:3896793}.	CATALYTIC ACTIVITY: Reaction=(S)-lactaldehyde + NADP(+) = H(+) + methylglyoxal + NADPH; Xref=Rhea:RHEA:21748, ChEBI:CHEBI:15378, ChEBI:CHEBI:17158, ChEBI:CHEBI:18041, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.1.1.283; Evidence={ECO:0000269|PubMed:12722185, ECO:0000269|PubMed:16999827, ECO:0000269|PubMed:3896793}; CATALYTIC ACTIVITY: Reaction=3-methylbutanol + NADP(+) = 3-methylbutanal + H(+) + NADPH; Xref=Rhea:RHEA:18525, ChEBI:CHEBI:15378, ChEBI:CHEBI:15837, ChEBI:CHEBI:16638, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.1.1.265; Evidence={ECO:0000269|PubMed:16999827}; CATALYTIC ACTIVITY: Reaction=3-methylbutanol + NAD(+) = 3-methylbutanal + H(+) + NADH; Xref=Rhea:RHEA:18529, ChEBI:CHEBI:15378, ChEBI:CHEBI:15837, ChEBI:CHEBI:16638, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.1.1.265; Evidence={ECO:0000269|PubMed:16999827};				BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=5.88 mM for methylglyoxal {ECO:0000269|PubMed:3896793}; KM=1.54 mM for phenylglyoxal {ECO:0000269|PubMed:3896793}; KM=0.14 mM for 3-methylbutanal {ECO:0000269|PubMed:24879127}; KM=0.192 mM for 3-chloro-1-phenyl-1-propanol {ECO:0000269|PubMed:20111861, ECO:0000269|PubMed:20237665}; KM=4.33 mM for 2,5-hexanedione {ECO:0000269|PubMed:20111861, ECO:0000269|PubMed:20237665}; KM=10.48 mM for (2S,5S)-hexanediol {ECO:0000269|PubMed:20111861, ECO:0000269|PubMed:20237665}; KM=0.112 mM for NADPH {ECO:0000269|PubMed:20111861, ECO:0000269|PubMed:20237665}; Note=kcat is 31.3 min(-1) with 3-chloro-1-phenyl-1-propanol as substrate and 29.1 min(-1) for NADPH.;			BIOPHYSICOCHEMICAL PROPERTIES:  Temperature dependence: Optimum temperature is 40 degrees Celsius for 3-chloro-1-phenyl-1-propanol reduction, and 54 degrees Celsius for 2,5-hexanedione reduction, and 30 degrees Celsius for the reverse reaction. {ECO:0000269|PubMed:20111861, ECO:0000269|PubMed:20237665};	BIOPHYSICOCHEMICAL PROPERTIES:  pH dependence: Optimum pH is 7 for 2,5-hexanedione reduction, and 10 for the reverse reaction. {ECO:0000269|PubMed:20111861, ECO:0000269|PubMed:20237665};	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.			SUBUNIT: Monomer. {ECO:0000269|PubMed:20237665}.		
SPGP0K00300	374.453992638852	-1.35809856386264	0.148075001400833	-9.17169374313438	4.65644303816801e-20	1.52869675249422e-18	S_cerevisiae	SPGP0K00300	Q08282	Q08282	TYW4_YEAST	PPM2 TYW4 YOL141W	PPM2	TYW4	YOL141W		tRNA wybutosine-synthesizing protein 4 (tRNA yW-synthesizing protein 4) (EC 2.1.1.290) (EC 2.3.1.231) (tRNA(Phe) (7-(3-amino-3-(methoxycarbonyl)propyl)wyosine(37)-N)-methoxycarbonyltransferase) (tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-O)-methyltransferase)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	695	2.1.1.290; 2.3.1.231	tRNA methylation [GO:0030488]; tRNA modification [GO:0006400]; wybutosine biosynthetic process [GO:0031591]	tRNA methyltransferase activity [GO:0008175]	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]	FUNCTION: S-adenosyl-L-methionine-dependent methyltransferase that acts as a component of the wybutosine biosynthesis pathway. Wybutosine is a hyper modified guanosine with a tricyclic base found at the 3'-position adjacent to the anticodon of eukaryotic phenylalanine tRNA. Catalyzes the final 2 independent reactions, methylation of the alpha-carboxy group of wybutosine-72 to form wybutosine-58, and methoxycarbonylation of alpha-amino group of wybutosine-58 through the fixation of CO(2) to complete wybutosine. {ECO:0000269|PubMed:16642040, ECO:0000269|PubMed:17150819, ECO:0000269|PubMed:19287006}.	CATALYTIC ACTIVITY: Reaction=7-[(3S)-3-amino-3-carboxypropyl]wyosine(37) in tRNA(Phe) + S-adenosyl-L-methionine = 7-[(3S)-(3-amino-3-methoxycarbonyl)propyl]wyosine(37) in tRNA(Phe) + S-adenosyl-L-homocysteine; Xref=Rhea:RHEA:36903, Rhea:RHEA-COMP:10379, Rhea:RHEA-COMP:11844, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:73543, ChEBI:CHEBI:74275; EC=2.1.1.290; Evidence={ECO:0000269|PubMed:19287006}; CATALYTIC ACTIVITY: Reaction=7-[(3S)-(3-amino-3-methoxycarbonyl)propyl]wyosine(37) in tRNA(Phe) + CO2 + S-adenosyl-L-methionine = 2 H(+) + S-adenosyl-L-homocysteine + wybutosine(37) in tRNA(Phe); Xref=Rhea:RHEA:37119, Rhea:RHEA-COMP:11844, Rhea:RHEA-COMP:11847, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:57856, ChEBI:CHEBI:59789, ChEBI:CHEBI:73544, ChEBI:CHEBI:74275; EC=2.3.1.231; Evidence={ECO:0000269|PubMed:19287006};					PATHWAY: tRNA modification; wybutosine-tRNA(Phe) biosynthesis.				SUBCELLULAR LOCATION: Cytoplasm. Mitochondrion.					
